dem,dist_to_water,flow_acc,geom,lulc,ndwi,rain,runoff_coeff,slope,soilTx,soil_moisture,level
318.998344370861,113.0007501325118,317.9134777144881,24.0,40.0,-0.24935451554541588,2.2145731449127197,12.3,0.0,1.0,8.97106647491455,1
320.0,113.1512338805299,319.796053854835,24.0,40.0,-0.27411290924280707,2.1877414706527,12.3,0.0,1.0,8.97106647491455,1
322.15413550887115,112.45727790358619,320.7133686031414,24.0,40.0,-0.24049121245041427,2.2145731449127197,12.38163148635385,0.20407871588462262,1.0,8.97106647491455,1
323.3816046966732,112.60849039025432,322.4605836584882,24.0,40.0,-0.25830892718786436,2.1877414706527,12.351879823170314,0.12969955792578203,1.0,8.97106647491455,1
323.3816046966732,112.76135684349634,323.2631581019556,24.0,40.0,-0.28131394757083483,2.1461523755496694,12.305809459365426,0.014523648413562358,1.0,8.97106647491455,1
325.1064883814363,111.9138860118508,324.10360740149156,24.0,40.0,-0.2361636942370344,2.2145731449127197,12.446641485245372,0.36660371311342554,1.0,8.97106647491455,1
326.6941330464872,112.06582997508121,325.9266408268026,24.0,40.0,-0.24509273604070506,2.1877414706527,12.393673236056062,0.23418309014015287,1.0,8.971066474914549,1
326.9813895620845,112.2194346807316,326.311566708836,24.0,40.0,-0.2559592684967,2.1461523755496694,12.310489450912526,0.026223627281315998,1.0,8.97106647491455,1
331.3297002371665,111.67780698484708,333.0291305507188,24.0,40.0,-0.22513738162594907,2.1461523755496694,12.311294499021379,0.02823624755344893,1.0,8.97106647491455,1
336.7499578802763,111.13635543323664,337.8049777910412,24.0,40.0,-0.20545965552341947,2.169463272733467,12.313410087917923,0.033525219794805404,1.0,8.97106647491455,1
389.73439950233933,97.03211166370829,389.0139429558584,24.0,40.0,-0.2702384272137682,2.232551097869873,12.309744983267507,0.02436245816876205,1.0,8.630749702453615,1
343.4730433768355,110.59511796466697,340.2208925463905,24.0,40.0,-0.19932637096995878,2.221105875725264,12.317118487925656,0.042796219814141265,1.0,8.97106647491455,1
393.459390106401,96.56937946843638,393.4267003392638,24.0,40.0,-0.2767463484814604,2.232551097869873,12.331333869275518,0.07833467318878878,1.0,8.630749702453613,1
346.706088568059,110.05415166645153,343.02786431456116,24.0,40.0,-0.2082138304618652,2.237782132941365,11.253772535198914,0.04271239967354357,1.0,8.97106647491455,1
397.6089475253043,96.10794815568819,396.212500872801,24.0,40.0,-0.27346011159296746,2.232551097869873,12.33936306623931,0.09840766559827398,1.0,8.630749702453613,1
351.3217817291119,109.35590682038216,348.77438374425645,21.0,40.0,-0.21584670319186688,2.2851512526834243,11.40349582816428,0.3408406318277627,1.0,8.97106647491455,1
348.2746529982763,109.51331469563581,346.02134019653903,34.0,30.0,-0.22426502942156212,2.237782132941365,9.68152373732188,0.038167049918208344,1.0,8.97106647491455,1
401.9609906559014,95.64713726383597,398.22236813947796,24.0,40.0,-0.2655028146607553,2.232551097869873,12.340925334582018,0.10231333645503936,1.0,8.630749702453613,1
356.4704027941577,106.99807097863476,355.63990281904046,24.0,40.0,-0.3275727165789749,2.3328051567077637,12.733605666428845,0.006274926041534389,1.0,8.69696361258072,1
356.58444680602895,108.5047708536661,352.79320850348336,21.0,30.0,-0.22065683897673546,2.3157119750976562,10.245537371780436,0.6005983963384518,1.0,8.939765876053364,1
356.55461632171694,108.65816583972479,355.5062978557161,21.0,40.0,-0.2113689538562385,2.3157119750976562,11.89613324388101,0.4928165534110345,1.0,8.939765876053364,1
355.6558883373725,108.81465614593796,355.44945006953236,21.0,40.0,-0.20952780084867156,2.2851512526834243,11.518909864821401,0.36207747694706227,1.0,8.939765876053364,1
354.27926672801027,108.9728488782361,353.86913685721953,21.0,30.0,-0.2117823505032158,2.237782132941365,10.026385897623765,0.21871192203798084,4.0,8.939765876053364,1
338.6520262827076,104.39825434534778,338.6177219513427,24.0,40.0,-0.26559615865853986,2.183223009109497,12.375581411164017,0.18895352791003706,1.0,9.05194091610246,1
340.0684218711525,104.0213027187524,339.00839948452096,24.0,40.0,-0.26052334652159553,2.183223009109497,12.330990993850989,0.0774774846274722,1.0,9.05194091610246,1
394.1474384728037,98.57351919680696,389.84170803068537,24.0,40.0,-0.2535103939311311,2.147276639938355,12.307187924846268,0.017969812115670242,1.0,8.899715720324133,1
393.54309495729706,98.22608688089589,391.9073171413029,24.0,40.0,-0.24300054461647413,2.1472766399383545,12.360472324250118,0.15118081062529287,1.0,8.899715720324133,1
394.98811575796066,97.87996419126287,394.91709740138015,24.0,40.0,-0.23927107680452775,2.1472766399383545,12.491156581312055,0.2428633950641907,1.0,8.899715720324133,1
401.15560969920034,96.85431480912274,399.7305286066495,24.0,40.0,-0.2593334057852087,2.1472766399383545,12.509909029188162,0.4091539314287007,1.0,8.899715720324133,1
399.67027384300354,96.51722307809924,398.03982680790114,24.0,40.0,-0.25263289301697983,2.1868078456019737,12.490620807790224,0.4765520194755589,1.0,8.899715720324133,1
359.3425953525745,106.4477044624056,360.4914593198196,24.0,40.0,-0.319101843978252,2.3328051567077637,12.314919683439102,0.03729920859775428,1.0,8.712539672851562,1
357.14217026736304,106.82764700438845,359.5446263163237,24.0,40.0,-0.30969512552917816,2.3328051567077632,12.364678436005953,0.16169609001487953,1.0,8.712539672851562,1
354.37585373439936,106.9596913676219,356.68291720955153,24.0,40.0,-0.2876409642695077,2.3328051567077637,12.37326705461744,0.1831676365435947,1.0,8.712539672851562,1
358.3581634504478,107.81073282454113,356.6390547434308,21.0,30.0,-0.21094136822502482,2.3157119750976562,10.647245429946882,0.5329539735142056,1.0,8.90954875946045,1
361.5416531667552,107.96206275085699,360.4726095145327,21.0,30.0,-0.20637447478904125,2.3157119750976562,10.362190211403792,0.4768490202993261,1.0,8.90954875946045,1
360.09321742849363,108.1162256014988,361.4722491269152,21.0,40.0,-0.20773374436067873,2.3157119750976562,11.904942984319648,0.4060505181725735,1.0,8.90954875946045,1
359.73250735475176,108.27349667143,361.57236475086825,21.0,40.0,-0.2060865930113772,2.2851512526834243,11.74522995980261,0.38686606343651414,1.0,8.90954875946045,1
359.97004639649566,108.4324772619703,361.1777421811853,21.0,30.0,-0.20278591015555922,2.2377821329413656,10.649160746697552,0.39606933476533307,4.0,8.909548759460451,1
356.54635761589395,108.59563536823232,355.00586015790236,21.0,30.0,-0.2117805803525528,2.2318089008331294,11.396676238576644,0.20887285172595,4.0,8.90954875946045,1
358.3388369772295,109.27165410767684,357.76109234488075,24.0,40.0,-0.23263160155969037,2.23180890083313,12.311472415543399,0.028681038858496037,1.0,8.90954875946045,1
360.49136869662135,109.44747280869906,358.28442975922,24.0,40.0,-0.2423349905678134,2.23180890083313,12.30938435379257,0.023460884481423812,1.0,8.90954875946045,1
360.8515441738702,109.62534305909564,357.10119282443685,24.0,40.0,-0.2552429590814492,2.23180890083313,12.30787128171058,0.019678204276448827,1.0,8.909548759460451,1
355.4603329402158,109.80686080442766,353.03280579254783,24.0,40.0,-0.2561018763000954,2.244669480434317,12.310741791495612,0.02685447873902798,1.0,8.909548759460451,1
341.69281113515893,103.98020575852097,342.7780635250025,24.0,40.0,-0.25757346475719634,2.183223009109497,12.45187177294602,0.3796794323650571,1.0,9.29942512512207,1
343.1821256852555,103.60173319221396,344.14487674289103,24.0,40.0,-0.2603115830009211,2.183223009109497,12.362272681986518,0.15568170496629555,1.0,9.299425125122069,1
405.80546519614825,98.130721515644,402.80113172714664,24.0,40.0,-0.2536025012046666,2.1472766399383545,12.33251885214908,0.08129713037270132,1.0,9.159371376037598,1
403.391405632379,97.78171717620144,402.56737898311957,24.0,40.0,-0.2645491170674769,2.1472766399383545,12.42364813262733,0.3091203315683209,1.0,9.159371376037598,1
402.85475823278597,97.43402125562282,403.6045474573767,24.0,40.0,-0.2675831327630883,2.1472766399383545,12.65850425458938,0.46778640726437665,1.0,9.159371376037596,1
404.8609627920841,96.40364145649875,404.4656231496881,24.0,40.0,-0.2601015513829193,2.1472766399383545,12.574322871538294,0.47502550157356077,1.0,9.159371376037598,1
403.82520962662477,96.06496985450879,403.6622481039923,24.0,40.0,-0.2513803904551793,2.1868078456019737,12.54491764504605,0.5367702080519351,1.0,9.159371376037596,1
362.2025893910136,105.8975534339013,363.64439271114685,24.0,40.0,-0.31471837585582735,2.3328051567077637,12.392653422487722,0.2316335562193046,1.0,8.712539672851562,1
362.71523178807945,106.02271646158472,363.4261377010552,24.0,40.0,-0.32146485283324094,2.3328051567077637,12.44917309825249,0.37293274563122747,1.0,8.712539672851562,1
362.78011560244164,106.14925628377894,363.18184800638124,24.0,40.0,-0.3208893648610434,2.3328051567077637,12.477992767583846,0.4449819189596114,1.0,8.712539672851562,1
361.650976529594,106.27946755800184,362.8681324861544,24.0,40.0,-0.30078863702321706,2.3328051567077637,12.432945753092763,0.3323643827319068,1.0,8.712539672851562,1
359.3633474164409,106.41219392243264,360.4364226608917,24.0,40.0,-0.27563003376078904,2.3328051567077637,12.452034546782937,0.38008636695734344,1.0,8.712539672851562,1
363.92458301473545,107.57462990700547,363.6437021987846,24.0,40.0,-0.21884772230306965,2.3157119750976562,12.240383972032559,0.3978521424684446,1.0,8.90954875946045,1
362.5990331903422,107.73269337736136,363.18974019494783,24.0,40.0,-0.22680394704945872,2.2851512526834243,12.177814082601678,0.3905798404513954,1.0,8.90954875946045,1
360.87317427197684,108.73582811383454,360.00250238919955,24.0,40.0,-0.2608510494886658,2.23180890083313,12.400771217610933,0.2519280440273309,1.0,8.90954875946045,1
361.8546480735086,108.91251384145826,359.7388832865596,24.0,40.0,-0.27304755684083776,2.23180890083313,12.382430134664462,0.2060753366611558,1.0,8.90954875946045,1
349.48418566374204,104.71631201235735,350.10619355039057,24.0,40.0,-0.2650588393212622,2.2693169116973877,12.34691836148969,0.11729590372422745,1.0,9.29942512512207,1
399.47148818703755,97.68984994199822,396.2970849177563,21.0,40.0,-0.2469345238510933,2.147276639938354,12.475676765366083,0.4391919134152096,1.0,9.159371376037598,1
400.23934694988407,97.33925830580827,398.6178198644931,21.0,40.0,-0.2582706859381969,2.1472766399383545,12.460985051119334,0.40246262779833814,1.0,9.159371376037598,1
403.11603011884256,96.98997371564913,401.9173187802844,21.0,40.0,-0.26608276859058494,2.1472766399383545,12.52468583724221,0.393579136074116,1.0,9.159371376037596,1
409.6831559984968,96.64297645604381,406.929654641921,24.0,40.0,-0.2677277122322219,2.1472766399383545,12.725573499011919,0.43342578366202517,1.0,9.159371376037598,1
411.4784995010433,96.29814935892247,408.45948232655036,24.0,40.0,-0.2624696901830447,2.1472766399383545,12.719174229055193,0.5028512683910195,1.0,9.159371376037598,1
336.7542702919869,104.39825031043904,341.2520552914136,24.0,40.0,-0.24514570426111326,2.3595254234605103,12.509186334129879,0.2366894132980248,1.0,8.712539672851562,1
342.95154287787886,104.5650180019141,346.79921503410986,24.0,40.0,-0.2596789643982832,2.3595254234605108,12.481175174069786,0.09453472629952547,1.0,8.71253967285156,1
351.75926957919177,104.73494992464182,349.0711668675045,24.0,40.0,-0.2930780086704543,2.3595254234605108,12.396969947431284,0.1375807763554605,1.0,8.712539672851562,1
357.58556783867505,104.90711333086927,353.652456681769,24.0,40.0,-0.31012429266206704,2.3661647357206026,12.35962078251053,0.1490519562763259,1.0,8.71253967285156,1
361.3099590466687,105.08084993296399,359.8618297725467,24.0,40.0,-0.31564188065588794,2.3774847631240585,12.355305141100787,0.13826285275196926,1.0,8.712539672851562,1
363.4707105921386,105.2183532389222,363.9098313199197,24.0,40.0,-0.31086951725378886,2.3795761464859875,12.39821775081298,0.24554437703245185,1.0,8.712539672851562,1
365.25723487253924,105.34749242647388,367.3204458347955,24.0,40.0,-0.3045005564377652,2.3795761464859875,12.450290946117583,0.3757273652939575,1.0,8.712539672851562,1
366.6117598268556,105.47330694090891,367.52365909722306,24.0,40.0,-0.3141120731613535,2.3795761464859875,12.468846570565312,0.4221164264132797,1.0,8.712539672851562,1
367.2274529879084,105.60050462509201,367.615812474694,24.0,40.0,-0.31632569059212984,2.3795761464859875,12.482892233315463,0.4572305832886619,1.0,8.712539672851562,1
365.8729280335921,105.73139076193678,367.4118061589471,24.0,40.0,-0.2988115765754087,2.3795761464859875,12.48491133153875,0.46227832884687536,1.0,8.712539672851562,1
364.12115900519683,105.86480346433966,365.61490753710126,24.0,40.0,-0.2688102658961474,2.3795761464859875,12.563804685984366,0.5323603690737376,1.0,8.712539672851562,1
367.55733142390585,107.03317802457755,367.7340921090592,24.0,40.0,-0.22234889676588288,2.3672685604506043,12.655144912745232,0.43874290808617056,1.0,8.90954875946045,1
365.03065019893467,107.19203874077948,365.8776865542268,24.0,40.0,-0.23601301110344988,2.337182675205025,12.58614292096496,0.4298244555078744,1.0,8.90954875946045,1
364.20594600899415,108.20018071576962,363.9974037063921,24.0,40.0,-0.27189642113251655,2.284669130049106,12.654804303484454,0.43789138493423024,1.0,8.90954875946045,1
364.2057256904394,108.37773859282859,363.1830400823442,24.0,40.0,-0.2824193867014769,2.284669130049106,12.62732858497858,0.36920208866954424,1.0,8.909548759460447,1
353.51687056932906,104.30586140018082,354.8616739467537,24.0,40.0,-0.2565250258026017,2.299193404192094,12.42775367945887,0.16248984787410856,1.0,9.29942512512207,1
397.6562771348221,97.96104306481209,398.4336982950811,21.0,40.0,-0.2194506879476138,2.253566392947083,11.893934069212063,0.07497462171540044,4.0,9.16085248513744,1
395.3411341221601,97.60501196490486,396.07002295933097,21.0,40.0,-0.22164476803821237,2.202934283984241,12.221156891645627,0.38568745597737186,1.0,9.159371376037598,1
397.08728826738906,96.8975949456806,395.57311336660564,21.0,40.0,-0.22576220509699632,2.1545961864307204,12.515083090469513,0.5377077261737812,1.0,9.159371376037598,1
403.0084887443139,96.54671539597537,399.75890379025816,21.0,40.0,-0.2369962430855744,2.1545961864307204,12.480029325310744,0.45007331327685873,1.0,9.159371376037598,1
412.3796801492984,96.19812065209607,406.8827348592607,24.0,40.0,-0.26378695586308243,2.1545961864307204,12.47035951547198,0.42589878867995107,1.0,9.159371376037598,1
416.13088866137036,95.85169405624023,410.5397770321852,24.0,40.0,-0.26586888538026154,2.1545961864307204,12.55409011924425,0.4850231234368884,1.0,9.1593713760376,1
383.8589831650705,97.88639120236938,388.9713086781945,31.0,30.0,-0.20785555218396465,2.3725152976825514,9.81830990225546,0.11576963647231088,4.0,9.225381468180384,1
387.1867394149896,97.52563536016903,398.2547489913322,31.0,20.0,-0.2040005956622947,2.372515297682551,8.206218499928472,0.2866676712647667,1.0,9.165034440242875,1
386.65104456914764,97.1680047595751,397.53866597991555,21.0,40.0,-0.187647582934117,2.2716031845318776,10.353908942211621,0.46595083299816253,1.0,9.159371376037598,1
412.554172444629,95.75469232167777,406.6338658301619,21.0,40.0,-0.23267858281788373,2.175263141232694,12.514377347489873,0.5359433687246811,1.0,9.159371376037598,1
419.33333549331917,95.40665432651866,413.40161149878554,21.0,40.0,-0.26228569668611984,2.175263141232694,12.704252865216738,0.4363297304657954,1.0,9.159371376037598,1
431.8267972162105,92.6975411159927,437.7361724944879,21.0,40.0,-0.25556674517900774,2.3521213652803006,13.122527123097159,0.14158270840511084,4.0,9.159371376037598,1
413.57653153795326,95.31257756257541,409.1846660835942,21.0,40.0,-0.23318813656008563,2.183946132659912,12.818801469814193,0.5616807782536836,1.0,9.159371376037598,1
418.38789025543997,94.9629174501967,414.34048499566165,21.0,40.0,-0.26254151263442443,2.183946132659912,12.862104388043887,0.40929312365878423,1.0,9.159371376037598,1
415.2132132813208,94.87141455274985,413.7639692303576,21.0,40.0,-0.256606487555434,2.183946132659912,13.311903203677902,0.5263333516605122,4.0,9.159371376037598,1
414.4370860927152,94.52012455747567,413.8860753947136,21.0,40.0,-0.2655788828446213,2.183946132659912,13.025526821047164,0.39794796071916183,4.0,9.159371376037598,1
419.8686901413927,94.07918716675033,418.19898287266545,21.0,40.0,-0.2566476869546592,2.183946132659912,12.983606436226069,0.5497533153289739,4.0,9.159371376037598,1
478.7338681458254,90.8770125152003,483.22642343601524,11.0,20.0,-0.25538037832363364,2.3892188072204594,8.257719363312836,0.18437694536716698,4.0,9.159371376037598,1
0.0,0.0,0.0,11.0,20.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
310.39668031777705,95.88246543252411,308.84917341355316,24.0,40.0,-0.24916694309816464,2.3820427175495817,12.312278488591181,0.03069622147795246,1.0,8.554107666015625,1
0.0,0.0,0.0,11.0,20.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,11.0,20.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,22.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,22.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,11.0,20.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,20.0,-0.38250105816623897,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,21.0,20.0,-0.38250105816623897,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,24.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,24.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,24.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,31.0,10.0,-0.38250105816623897,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,31.0,10.0,-0.38250105816623897,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,31.0,10.0,-0.38250105816623897,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,11.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
0.0,0.0,0.0,21.0,10.0,-0.38250105816623897,0.0,0.0,0.0,4.0,0.0,1
